# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 553633736228
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.00%     0.00%  [.] 0x4f6fce3a9972af82                          -      -            
     0.00%     0.00%  [.] 0x979784acb75b60fe                          -      -            
     0.00%     0.00%  [.] 0x687b549bdf6f0e2a                          -      -            
     0.00%     0.00%  [.] 0x148ddafcda3e59b3                          -      -            
     0.00%     0.00%  [.] 0xa725e5489270ad15                          -      -            
     0.00%     0.00%  [.] 0xa70753b9a946eb05                          -      -            
     0.00%     0.00%  [.] 0x11eb1f18dbfb26e3                          -      -            
     0.00%     0.00%  [.] 0x7c213c90e6371aaf                          -      -            
     0.00%     0.00%  [.] 0x9fa98dd95fa21744                          -      -            
     0.00%     0.00%  [.] 0xdbf0b028c0945a17                          -      -            
     0.00%     0.00%  [.] 0xc8d8762ca5f03e95                          -      -            
     0.00%     0.00%  [.] 0x3c5b1c247c1ba425                          -      -            
     0.00%     0.00%  [.] 0xac3317b83ff1520d                          -      -            
     0.00%     0.00%  [.] 0x1c65a2635e7b5c25                          -      -            
     0.00%     0.00%  [.] 0x84305bc869cd5cf1                          -      -            
     0.00%     0.00%  [.] 0x33bad5bbd593fe3c                          -      -            
     0.00%     0.00%  [.] 0xc6395118747f9cf9                          -      -            
     0.00%     0.00%  [.] 0xac28119d05b1e137                          -      -            
     0.00%     0.00%  [.] 0x081a738c9ed194be                          -      -            
     0.00%     0.00%  [.] 0x45934366abbe58c4                          -      -            
     0.00%     0.00%  [.] 0xbb1daf2e5378da80                          -      -            
     0.00%     0.00%  [.] 0x917ac86f21102947                          -      -            
     0.00%     0.00%  [.] 0x1a4420eb90b7578e                          -      -            
     0.00%     0.00%  [.] 0x0d90f17efe8849b3                          -      -            
     0.00%     0.00%  [.] 0xb2cfb81b0e7947f4                          -      -            
     0.00%     0.00%  [.] 0x3034277834adbde6                          -      -            
     0.00%     0.00%  [.] 0xea6b5ca2b870ef17                          -      -            
     0.00%     0.00%  [.] 0x387053e8cb3d5fb6                          -      -            
     0.00%     0.00%  [.] 0xa88b8e930fa57e71                          -      -            
     0.00%     0.00%  [.] 0x2e2cfd79d8008cd7                          -      -            
     0.00%     0.00%  [.] 0x04c5b33d3d68cbb3                          -      -            
     0.00%     0.00%  [.] 0x40d0786c0424fc7c                          -      -            
     0.00%     0.00%  [.] 0xcf4698fc780bc2c3                          -      -            
     0.00%     0.00%  [.] 0x0a2ce85e3f0c94a9                          -      -            
     0.00%     0.00%  [.] 0xc659b6550f633a7e                          -      -            
     0.00%     0.00%  [.] 0x9b5383ba76c69233                          -      -            
     0.00%     0.00%  [.] 0xf2a9d299782ad9c4                          -      -            
     0.00%     0.00%  [.] 0xf913955aedbb6053                          -      -            
     0.00%     0.00%  [.] 0xcc73273368b9acb9                          -      -            
     0.00%     0.00%  [.] 0xb4201ce654bf100d                          -      -            
     0.00%     0.00%  [.] 0x37d1aa4b9dd4dd09                          -      -            
     0.00%     0.00%  [.] 0xab38a31875c8f858                          -      -            
     0.00%     0.00%  [.] 0x49065f15b7a92bbb                          -      -            
     0.00%     0.00%  [.] 0x0665680045ee6c27                          -      -            
     0.00%     0.00%  [.] 0xf28f863820735af8                          -      -            
     0.00%     0.00%  [.] 0xce1fbb9e5b71d8d7                          -      -            
     0.00%     0.00%  [.] 0x9e5c1865bcd1a962                          -      -            
     0.00%     0.00%  [.] 0x33f01e8526f43f18                          -      -            
     0.00%     0.00%  [.] 0x89a7c52cb350492e                          -      -            
     0.00%     0.00%  [.] 0xaa3090f6cf8147c5                          -      -            
     0.00%     0.00%  [.] 0xe63ae2740af4d195                          -      -            
     0.00%     0.00%  [.] 0x08caa8e675b38d88                          -      -            
     0.00%     0.00%  [.] 0x599b0b4b0c24fb70                          -      -            
     0.00%     0.00%  [.] 0x6cceaf77353d6f6b                          -      -            
     0.00%     0.00%  [.] 0x677ebaa5cf0b6c29                          -      -            
     0.00%     0.00%  [.] 0xa58f5f5455da5ea2                          -      -            
     0.00%     0.00%  [.] 0x6713cadc9dc577b8                          -      -            
     0.00%     0.00%  [.] 0x02029db137c0f8ef                          -      -            
     0.00%     0.00%  [.] OSSL_PARAM_set_uint                         -      -            
     0.00%     0.00%  [.] 0x7e84664d1e5fa529                          -      -            
     0.00%     0.00%  [.] 0x31ba3d51ac45aed1                          -      -            
     0.00%     0.00%  [.] 0x9f8c6d5f6d9cd403                          -      -            
     0.00%     0.00%  [.] 0x3c9b2dc7bff12648                          -      -            
     0.00%     0.00%  [.] 0xfb790afc3e97182b                          -      -            
     0.00%     0.00%  [.] 0xd26a7267514e9c5e                          -      -            
     0.00%     0.00%  [.] 0x3b06935d957c00ae                          -      -            
     0.00%     0.00%  [.] 0xd40fc31c5a1c9bb3                          -      -            
     0.00%     0.00%  [.] 0xda9d491f73f26c8d                          -      -            
     0.00%     0.00%  [.] 0x135b6858f2ea9c99                          -      -            
     0.00%     0.00%  [.] 0x75e1229d7941de5b                          -      -            
     0.00%     0.00%  [.] 0x371c69870b06698c                          -      -            
     0.00%     0.00%  [.] 0x452cec9142cc35b6                          -      -            
     0.00%     0.00%  [.] 0xba6ee79caa9625cb                          -      -            
     0.00%     0.00%  [.] 0x1882d02d4b3a6da3                          -      -            
     0.00%     0.00%  [.] 0x3ba83a803ebf9165                          -      -            
     0.00%     0.00%  [.] 0xb44cc3b81e67d585                          -      -            
     0.00%     0.00%  [.] 0xc294d2718c4de0b3                          -      -            
     0.00%     0.00%  [.] 0x1c6074f0ef13c944                          -      -            
     0.00%     0.00%  [.] 0x9b8274a3969f1aa4                          -      -            
     0.00%     0.00%  [.] 0x301988c5876a8141                          -      -            
     0.00%     0.00%  [.] 0x9044c9ba0bf64d51                          -      -            
     0.00%     0.00%  [.] 0xdab6b81246859c79                          -      -            
     0.00%     0.00%  [.] 0x391832e26b57afc7                          -      -            
     0.00%     0.00%  [.] 0x53a25957946adf70                          -      -            
     0.00%     0.00%  [.] 0xf27c91938039ef97                          -      -            
     0.00%     0.00%  [.] 0xd71bc25d1436daf5                          -      -            
     0.00%     0.00%  [.] 0xb440b4a0825656f4                          -      -            
     0.00%     0.00%  [.] 0xd43bf8cfb7f7285b                          -      -            
     0.00%     0.00%  [.] 0x154bf2184a7d45b4                          -      -            
     0.00%     0.00%  [.] 0xd5e81c55ae782473                          -      -            
     0.00%     0.00%  [.] 0x2445e7d377ebbe41                          -      -            
     0.00%     0.00%  [.] 0x4051baf0c62cac61                          -      -            
     0.00%     0.00%  [.] 0xb9dd04b5915bee37                          -      -            
     0.00%     0.00%  [.] 0x406acb5a0a451ed1                          -      -            
